GeneID.exonNumber	Refactor_log2FC	Refactor_pvalue	Refactor_padj	Dominissini_log2FC	Dominissini_pvalue	Dominissini_padj
ENSG00000188243:E006	3.69793820182307	1.39065637472523e-08	3.76898261639396e-06	NA	NA	NA
ENSG00000188283:E004	NA	NA	NA	-32.5624921602034	1.87403848740386e-05	0.00727272266709681
ENSG00000188760+ENSG00000123989:E003	NA	NA	NA	-2.82072803601594	4.68627466043703e-06	0.00226751302004932
ENSG00000188976+ENSG00000187634:E003	NA	NA	NA	-3.86966182673717	0.000121337469328964	0.0328679351747252
ENSG00000188976+ENSG00000187634:E004	NA	NA	NA	-34.6979740225172	5.0483344837815e-08	4.42387644593052e-05
ENSG00000188976+ENSG00000187634:E006	NA	NA	NA	-4.13049700966744	1.72503712657646e-05	0.0068406139682549
ENSG00000188976+ENSG00000187634:E012	NA	NA	NA	-3.01850893205423	5.68184786109427e-07	0.000365016495124988
ENSG00000188976+ENSG00000187634:E015	NA	NA	NA	-2.56389498883819	4.68598366621942e-05	0.0152320902906146
ENSG00000196208:E008	-4.60131875418392	1.40514636913746e-05	0.00185274810461463	NA	NA	NA
ENSG00000196208:E011	-4.12917849146741	0.000507610308314319	0.036140627886653	NA	NA	NA
ENSG00000196275:E009	-2.88422881064341	8.43361574785788e-06	0.00118157081517643	NA	NA	NA
ENSG00000196275:E021	2.04501188689712	1.90509397931222e-08	4.98720202785599e-06	NA	NA	NA
ENSG00000196458:E006	3.291337539923	0.000647380451877755	0.0436154209713798	NA	NA	NA
ENSG00000196498:E006	NA	NA	NA	-2.16241521790163	0.000110473390651622	0.0307125716659812
ENSG00000196689:E011	-13.6363017152742	0.000169012049352025	0.015016278266892	NA	NA	NA
ENSG00000196821:E006	3.97348200364382	0.000328041372176585	0.0257417496809984	NA	NA	NA
ENSG00000196976:E001	-2.11114451191082	5.72097174310281e-10	2.05011658077616e-07	NA	NA	NA
ENSG00000197021:E001	-2.92047756236511	1.17399149296836e-07	2.57222174148223e-05	NA	NA	NA
ENSG00000197324:E002	NA	NA	NA	36.5883601677269	1.62184641896435e-05	0.00653404812155555
ENSG00000197614:E006	NA	NA	NA	34.7636180007769	8.32667268468867e-15	2.82747040066969e-11
ENSG00000197620:E007	-3.60453915608409	2.80541729958425e-09	8.68322423985332e-07	NA	NA	NA
ENSG00000198252:E006	NA	NA	NA	32.7716688510143	2.57669496573909e-05	0.00949572018013593
ENSG00000198553+ENSG00000204977:E013	NA	NA	NA	5.16339026790544	6.78815519221665e-05	0.020620159984689
ENSG00000198610:E010	NA	NA	NA	-3.97573446847074	2.76391793134767e-05	0.00999203623553632
ENSG00000198796:E014	-2.63955971671282	0.000114983076483143	0.0108432403201863	NA	NA	NA
ENSG00000198898:E004	NA	NA	NA	-2.36998238436656	0	0
ENSG00000198930:E004	3.5751286076679	3.01069060653375e-05	0.00360429061491031	NA	NA	NA
ENSG00000203836:E006	NA	NA	NA	-3.94011145061019	0	0
ENSG00000203836:E007	NA	NA	NA	-3.70437945969188	7.66405025232064e-06	0.00347248355155987
ENSG00000203836:E010	NA	NA	NA	-3.06252551328403	1.72668546127852e-11	3.31659650450304e-08
ENSG00000204265:E002	NA	NA	NA	32.362452208508	5.09325137065808e-07	0.000334247540748372
ENSG00000204520:E003	-2.80373586386513	1.51493291618599e-09	5.0266471645745e-07	NA	NA	NA
ENSG00000204590+ENSG00000204576:E012	NA	NA	NA	-2.13536771359326	0.00012953828245077	0.0345965459470133
ENSG00000204590+ENSG00000204576:E013	NA	NA	NA	-4.98058369430622	1.21055367952039e-08	1.28601377983373e-05
ENSG00000204642+ENSG00000214922+ENSG00000216622:E019	NA	NA	NA	2.1627993825697	6.96296466129454e-05	0.0209358124332048
ENSG00000204642+ENSG00000214922+ENSG00000216622:E026	NA	NA	NA	2.37234214549176	1.51709465368022e-06	0.000833313466073269
ENSG00000204843:E045	NA	NA	NA	-5.28932481078305	2.90300719207881e-06	0.00149197308549006
ENSG00000205221:E018	-3.65067468498052	0.000161770037852447	0.014462396808598	NA	NA	NA
ENSG00000205814:E003	-3.93108112293337	2.95893706139182e-05	0.00355288363846555	NA	NA	NA
ENSG00000206503+ENSG00000216911:E025	NA	NA	NA	6.69579916644798	0.000193575530078149	0.0468916377689181
ENSG00000206509:E015	2.58847172932789	0.000584926962797051	0.0403957825125168	NA	NA	NA
ENSG00000213999+ENSG00000064489:E020	NA	NA	NA	-2.15310423803346	5.17884923680878e-05	0.0165791180668869
ENSG00000213999+ENSG00000064489:E022	NA	NA	NA	2.2533272002525	0.000111440620894854	0.0308461798953764
ENSG00000214021:E018	-2.24065076200342	0.000353008145814525	0.0271979873759	NA	NA	NA
ENSG00000214706+ENSG00000214699+ENSG00000179564+ENSG00000186792:E004	NA	NA	NA	3.58973854038491	4.63662872540738e-08	4.13939927307989e-05
ENSG00000214822:E003	-2.03433768446948	0.000141495126347238	0.0130012655752154	NA	NA	NA
ENSG00000214899+ENSG00000133030:E006	NA	NA	NA	3.05484567247933	0.000205490470618908	0.0489057032690241
ENSG00000217053+ENSG00000196306:E009	NA	NA	NA	-3.80428446686637	0	0
ENSG00000217740:E004	NA	NA	NA	-36.3680331088591	1.03515856997305e-08	1.13241356067943e-05
ENSG00000217740:E005	NA	NA	NA	-2.90974774270505	2.38228596405321e-07	0.000172904860439859
ENSG00000219481:E012	NA	NA	NA	-2.03004971785711	0	0
ENSG00000222029+ENSG00000131018:E115	NA	NA	NA	33.3093293586901	6.577960808829e-05	0.0201325040651704
ENSG00000222029+ENSG00000131018:E121	NA	NA	NA	33.6175186955216	9.55337180696958e-06	0.00420520850942065
ENSG00000222029+ENSG00000131018:E124	NA	NA	NA	4.96400915173387	4.21830048080718e-05	0.0140974267632571
