TranscriptID	Gene	fpkm_Mock_control	fpkm_METTL3_KD	lnFC	pval	adjp
ENST00000398565	AL158040.14-1	11.6352	5.72879	-0.708531	0.0029692	0.0101193
ENST00000403964	RP11-360G10.3	1.25019	0.450969	-1.01965	0.0109709	0.0327063
ENST00000358935	MARCH5	19.03	7.85694	-0.884621	0	0
ENST00000365427	Y_RNA	14.1843	0	-Inf	4.5837e-287	6.69072e-286
ENST00000371552	EXOC6	3.17516	1.30677	-0.887796	7.5713e-11	6.60472e-10
ENST00000371547	EXOC6	0.609744	1.68765	1.01805	0.000303645	0.00125554
ENST00000394044	HELLS	8.67675	4.0579	-0.759982	2.39297e-06	1.34153e-05
ENST00000348459	HELLS	24.1272	7.72372	-1.13905	0	0
ENST00000239026	HELLS	0	0.329473	Inf	9.40177e-06	4.88704e-05
ENST00000371327	HELLS	20.0113	8.76673	-0.825332	0	0
ENST00000371103	LCOR	0.492829	0.0987669	-1.6074	0.000192992	0.000826787
ENST00000356016	LCOR	2.80267	0.869056	-1.17092	0	0
ENST00000353979	ZDHHC16	1.36467	0.335534	-1.40295	9.10229e-05	0.000409417
ENST00000370854	ZDHHC16	1.2987	3.40072	0.962625	2.30697e-05	0.000113273
ENST00000370664	UBTD1	1.73216	4.67189	0.992194	3.54952e-06	1.95361e-05
ENST00000307518	ANKRD2	1.10446	4.83803	1.47715	2.42744e-08	1.69551e-07
ENST00000370640	C10orf62	0.0475036	0.173194	1.2936	0.0111951	0.0333071
ENST00000337540	ZFYVE27	0.514175	1.97429	1.3454	1.80021e-07	1.15017e-06
ENST00000356257	ZFYVE27	0	1.96323	Inf	6.39897e-31	8.47291e-30
ENST00000370610	ZFYVE27	3.08359	1.02047	-1.10583	2.47804e-11	2.25222e-10
ENST00000370602	GOLGA7B	0	0.376737	Inf	1.49834e-06	8.59903e-06
ENST00000370528	CNNM1	0.854879	0.372172	-0.831604	5.99371e-05	0.000277587
ENST00000370489	ENTPD7	15.7929	37.5602	0.866386	0	0
ENST00000405149	RP11-316M21.5	2.4305	6.41225	0.970113	0.000204297	0.000871407
ENST00000370228	PEO1	1.28668	3.23711	0.922617	7.75821e-08	5.16663e-07
ENST00000370200	KAZALD1	10.6048	3.95745	-0.985704	0	0
ENST00000410119	AL627424.8-1	15.2505	3.70024	-1.41621	0	0
ENST00000370005	ELOVL3	0.42373	5.59748	2.58097	7.16427e-12	6.79457e-11
ENST00000189444	NFKB2	11.551	26.9467	0.84709	0	0
ENST00000238936	TMEM180	0.702346	1.70827	0.88881	0.000220109	0.000933338
ENST00000369893	SFXN2	4.89415	1.39715	-1.25361	0	0
ENST00000339834	C10orf32	4.18658	0.893299	-1.54472	0	0
ENST00000369883	C10orf32	6.01823	0.0940513	-4.15871	7.66977e-07	4.56713e-06
ENST00000364210	U6	8.49657	0	-Inf	3.4141e-103	4.73109e-102
ENST00000369875	CNNM2	2.25866	0.658173	-1.23306	1.00032e-06	5.88109e-06
ENST00000393258	AL360001.33-1	0.11353	0.430211	1.33221	0.0171313	0.0484269
ENST00000369839	TAF5	5.47734	11.8141	0.768673	0	0
ENST00000369780	NEURL	1.18628	0.187177	-1.84652	1.86995e-10	1.57509e-09
ENST00000369777	NEURL	1.18905	2.83225	0.867914	8.18308e-08	5.4356e-07
ENST00000369755	SLK	1.74345	0.455866	-1.34142	2.22045e-16	2.86434e-15
ENST00000369727	C10orf78	8.87447	2.01939	-1.48038	0	0
ENST00000336358	C10orf78	0.969843	0.300976	-1.1701	0.000716924	0.00276895
ENST00000369623	MXI1	0.422345	0.0655397	-1.86317	0.000360763	0.00147086
ENST00000369613	MXI1	2.28516	0.627788	-1.29199	0.00093665	0.00353242
ENST00000403844	RP11-549L6.2	0.118396	0.0359399	-1.19219	0	0
ENST00000369583	DUSP	2.20605	22.3823	2.31707	0	0
ENST00000388318	AL359260.20-1	0	15.4179	Inf	0	0
ENST00000265277	SHOC2	0.678633	1.52458	0.809396	0.000174546	0.000752742
ENST00000354655	ACSL5	0.323646	0.0825555	-1.36618	0.00596329	0.0189895
ENST00000393081	ACSL5	0.317013	0.031664	-2.30376	0.00133289	0.0048773
ENST00000356116	ACSL5	0.015736	0.077397	1.593	0.00069743	0.00269887
ENST00000369399	VTI1A	1.82693	4.30648	0.857484	0.00144415	0.0052426
ENST00000355717	TCF7L2	0.286144	0.956314	1.20659	0.00093312	0.00352001
ENST00000355995	TCF7L2	0.249705	0	-Inf	0.00196434	0.0069389
ENST00000402187	RP11-139K1.2	0.15617	0	-Inf	1.61266e-77	2.20834e-76
ENST00000392942	FAM160B1	1.19143	5.21681	1.47673	4.5608e-13	4.72412e-12
ENST00000355044	ATRNL1	0.0682229	0.00646973	-2.35565	0.00387194	0.0128888
ENST00000303745	ATRNL1	0.0686253	0.00761874	-2.19805	0.0119761	0.0353514
ENST00000340087	NANOS1	1.00137	2.61305	0.959148	0.000230084	0.000972922
ENST00000410936	SRP_euk_arch	0	5.19045	Inf	0.00034072	0.00139496
ENST00000388446	AL158014.20-1	0	4.9669	Inf	0.00045232	0.0018108
ENST00000263461	WDR11	30.8062	14.7232	-0.738294	0	0
ENST00000369005	TACC2	0.543026	3.28967	1.80138	0	0
ENST00000334433	TACC2	1.265	0.160963	-2.06166	0	0
ENST00000358010	TACC2	0	0.480549	Inf	9.10583e-10	7.24601e-09
ENST00000369001	TACC2	1.65752	3.4894	0.744406	1.45229e-07	9.37955e-07
ENST00000369000	TACC2	0.257984	1.33979	1.64737	5.00894e-08	3.38902e-07
ENST00000360561	TACC2	0	0.103705	Inf	0.00132871	0.00486363
ENST00000368997	TACC2	3.88386	15.2504	1.36778	0	0
ENST00000368988	PLEKHA1	10.5085	3.3772	-1.13514	0	0
ENST00000368990	PLEKHA1	4.2332	1.56796	-0.99318	0	0
ENST00000368989	PLEKHA1	10.5326	2.55872	-1.41497	0	0
ENST00000368887	PSTK	0.638636	0.203782	-1.14228	0.0139952	0.0405078
ENST00000407911	BUB3	41.5111	10.0803	-1.41538	0	0
ENST00000368859	BUB3	23.0004	56.6377	0.901164	0	0
ENST00000392757	LHPP	3.17986	0.10292	-3.43064	0.00561399	0.0179877
ENST00000368842	LHPP	1.29388	0.52921	-0.894018	0.00629915	0.0199251
ENST00000366104	AL391708.8	0.113715	0	-Inf	1.43805e-20	1.88486e-19
ENST00000278100	BCCIP	17.8472	37.2746	0.736467	0	0
ENST00000401153	AL360176.22-2	0	34.3765	Inf	0	0
ENST00000359035	ZNF511	1.74219	0.805682	-0.771207	0.00215779	0.0075598
ENST00000317502	MTG1	19.1026	6.76759	-1.03768	0	0
ENST00000386626	AL603831.23-1	0	0.434497	Inf	3.62168e-29	4.78398e-28
ENST00000381344	IDI1	229.494	69.2937	-1.19752	0	0
ENST00000381312	ADARB2	2.62625	0.975882	-0.98997	2.46508e-10	2.05593e-09
ENST00000381310	ADARB2	1.41842	0	-Inf	3.03335e-07	1.89382e-06
ENST00000381307	ADARB2	0.273806	0.0574855	-1.56089	0.00873792	0.026711
ENST00000337857	ADARB2	0.942783	0	-Inf	0.00193481	0.00684558
ENST00000380980	PITRM1	2.12542	0.664265	-1.16304	4.12268e-08	2.81532e-07
ENST00000403815	RP11-499O7.5	2.60823	0.826879	-1.14877	0.00990853	0.0299075
ENST00000380297	ASB13	0.880093	1.95324	0.797219	0.000375207	0.00152538
ENST00000380153	GDI2	0.84138	3.15124	1.32051	8.84323e-08	5.85468e-07
ENST00000380092	ANKRD16	1.09414	0.367788	-1.09022	0.00343242	0.011555
ENST00000397250	IL15RA	0.138804	0.835299	1.79473	0.0064941	0.0204624
ENST00000319465	IL15RA	0.0255319	0.593015	3.14529	0	0
ENST00000379972	IL15RA	0.104009	1.09061	2.35002	0.00892576	0.0272172
ENST00000404833	RP5-1092K5.2	0	0.956932	Inf	4.2118e-103	5.83466e-102
ENST00000378825	CCDC3	0	0.183985	Inf	0.000444437	0.0017828
ENST00000403436	RP11-730A19.7	14.3031	2.77334	-1.64042	0.000307403	0.00126917
ENST00000396913	PHYH	0	0.239957	Inf	0.00156007	0.00562081
ENST00000378614	SEPHS1	3.70692	7.54219	0.71031	1.76138e-05	8.80852e-05
ENST00000378502	FRMD4A	0.629309	0.292101	-0.767523	0.000586283	0.00230069
ENST00000378457	FAM107B	0	2.44098	Inf	0.0176785	0.0497631
ENST00000378442	ARMETL1	0.573771	1.72632	1.10152	0.00145144	0.00526649
ENST00000378278	DCLRE1C	3.91808	1.84683	-0.752131	7.55036e-11	6.58776e-10
ENST00000357717	DCLRE1C	0.0370732	0.557097	2.70985	7.88691e-06	4.13917e-05
ENST00000378254	DCLRE1C	0.41771	0.0535447	-2.05427	0.00165825	0.00594247
ENST00000403314	RP11-455B2.3	0	0.246022	Inf	2.70532e-204	3.85687e-203
ENST00000378033	C10orf97	1.26629	0.191576	-1.88856	1.86549e-05	9.28489e-05
ENST00000298943	C1QL3	1.223	0.552507	-0.794599	0.00285729	0.00976434
ENST00000354631	TRDMT1	0.916833	0.000613631	-7.30929	0.00876168	0.026778
ENST00000396687	TRDMT1	15.3877	207.168	2.59996	4.20743e-10	3.42923e-09
ENST00000396685	TRDMT1	15.3877	207.135	2.5998	4.22242e-10	3.44081e-09
ENST00000361271	PTPLA	51.0736	24.4681	-0.735897	0	0
ENST00000364520	U6	12.1524	0	-Inf	0	0
ENST00000376948	DNAJC1	2.43874	7.15918	1.07691	0.000224728	0.000951462
ENST00000362985	U6	0	11.8626	Inf	4.65685e-197	6.62195e-196
ENST00000375972	YME1L1	2.45782	12.3924	1.61781	0	0
ENST00000396271	ACBD5	3.84911	1.00395	-1.3439	0	0
ENST00000375905	ACBD5	16.0488	5.9466	-0.992815	0	0
ENST00000375901	ACBD5	20.0182	3.08811	-1.86908	0	0
ENST00000375888	ACBD5	19.5018	4.73906	-1.41467	0	0
ENST00000305242	ARMC4	1.86579	0.674405	-1.01761	9.31605e-08	6.14739e-07
ENST00000375398	SVIL	0.510337	0.17624	-1.06322	1.13995e-05	5.85364e-05
ENST00000375400	SVIL	20.0122	7.95302	-0.922791	0	0
ENST00000386288	AL161651.13-1	1.35257	0	-Inf	5.18485e-216	7.43758e-215
ENST00000331737	ZNF438	0.462788	0.135864	-1.22561	0.00214787	0.00752867
ENST00000375311	ZNF438	0.0264155	0.275288	2.34387	1.06803e-13	1.15944e-12
ENST00000359888	AL117340.3-2	0	0.0384712	Inf	2.59874e-214	3.72301e-213
ENST00000311380	ARHGAP12	3.97198	1.96794	-0.702277	4.95286e-06	2.67519e-05
ENST00000375110	EPC1	7.75593	3.32118	-0.848138	0.000649644	0.00252704
ENST00000319778	EPC1	2.51896	5.08716	0.702874	0.00138696	0.00505415
ENST00000374875	NRP1	0.199204	0.0213694	-2.23237	0.00483772	0.015727
ENST00000395995	NRP1	0.337479	0.0148037	-3.12662	0.0117368	0.0347287
ENST00000374828	NRP1	0	0.484555	Inf	1.90245e-06	1.08085e-05
ENST00000350537	PARD3	0.436739	0.0769781	-1.73581	7.11272e-06	3.76019e-05
ENST00000374773	PARD3	0	0.113725	Inf	0.00165474	0.00593088
ENST00000403618	RP11-198D23.2	0.0772478	0	-Inf	5.42815e-237	7.84021e-236
ENST00000404615	RP11-8L18.3	0	0.359104	Inf	3.98035e-213	5.68752e-212
ENST00000374748	CUL2	0.710726	2.84979	1.38871	2.21156e-13	2.34705e-12
ENST00000374742	CUL2	0.494253	2.07928	1.43673	9.07624e-08	6.00083e-07
ENST00000395867	ZNF248	0.702765	0.183517	-1.34272	0.00112973	0.00419558
ENST00000374633	ZNF25	0.578805	0.258887	-0.804573	0.0153558	0.0439838
ENST00000402616	ZNF37B	11.8883	3.96764	-1.09738	0	0
ENST00000359467	ZNF33B	8.54225	3.22554	-0.973923	0	0
ENST00000395836	ZNF33B	4.61781	0.944138	-1.5874	4.44089e-16	5.57205e-15
ENST00000356053	HNRNPF	4.67696	1.84291	-0.931301	2.496e-12	2.44892e-11
ENST00000401657	CTSLL5	4.77371	1.57648	-1.10793	0.016413	0.0466448
ENST00000374321	SYT15	0.868626	0.363954	-0.869884	0.000138583	0.000607945
ENST00000374323	SYT15	0.213699	0.555737	0.955727	0.00216718	0.00758971
ENST00000403726	CTSLL3	4.96397	1.6508	-1.10094	0.0172301	0.0486655
ENST00000355832	ERCC6	10.1286	4.68594	-0.770797	0	0
ENST00000399377	FAM25E	0.114295	0	-Inf	6.14729e-308	9.01186e-307
ENST00000403429	RP11-481A12.6	0	0.11464	Inf	1.52004e-128	2.12175e-127
ENST00000387212	AL117341.26	26.0122	0	-Inf	0	0
ENST00000402180	CTSLL4	1.24956	0.401003	-1.13658	0.0123749	0.0363773
ENST00000373944	ZWINT	73.3052	26.9031	-1.00239	0	0
ENST00000395405	ZWINT	0.29553	4.51151	2.72562	2.08056e-13	2.21121e-12
ENST00000318387	ZWINT	17.8156	8.55831	-0.733169	6.66134e-16	8.30133e-15
ENST00000361148	ZWINT	16.2574	3.75668	-1.46501	0	0
ENST00000373940	ZWINT	83.7137	22.3233	-1.32177	0	0
ENST00000387273	AC016396.6-2	14.7135	0	-Inf	9.34964e-95	1.28873e-93
ENST00000298215	SLC16A9	1.6086	8.41225	1.65432	0	0
ENST00000395348	SLC16A9	0.0329007	0.621599	2.9388	3.71103e-05	0.000176909
ENST00000395347	SLC16A9	1.32473	0.273118	-1.57906	2.56128e-09	1.95787e-08
ENST00000387276	AC022027.7	0.0240421	0.410946	2.83866	0	0
ENST00000280772	ANK3	0	0.0252244	Inf	0.00144699	0.00525162
ENST00000373827	ANK3	0	0.0252139	Inf	0.00145749	0.0052867
ENST00000337910	RHOBTB1	0.575924	1.20328	0.736831	0.000609631	0.00238509
ENST00000395279	RHOBTB1	1.44399	0.495331	-1.06994	6.40204e-08	4.29268e-07
ENST00000357917	RHOBTB1	10.5519	3.43391	-1.1226	4.25784e-09	3.18565e-08
ENST00000411175	U2	0	2.64702	Inf	1.29024e-114	1.79303e-113
ENST00000373789	PLEKHK1	4.46062	1.97752	-0.813444	0	0
ENST00000395260	PLEKHK1	1.31204	0.654004	-0.696222	0.0117228	0.0346896
ENST00000411165	SRP_euk_arch	0.503573	0	-Inf	1.72303e-95	2.37573e-94
ENST00000277817	HERC4	0.393689	1.76124	1.49821	1.16644e-07	7.6262e-07
ENST00000407790	RP11-474D14.3	0.218909	0.0277957	-2.06377	0.00545648	0.0175213
ENST00000358769	PBLD	5.67918	1.27116	-1.49688	0	0
ENST00000309049	PBLD	1.50817	0.39841	-1.33117	8.61003e-06	4.49831e-05
ENST00000277795	PBLD	0.389204	0.117665	-1.19626	0.0176233	0.0496171
ENST00000388768	RUFY2	3.95664	9.44454	0.870043	0	0
ENST00000399179	DNA2	0.293511	0.78761	0.987087	0.00134253	0.00490767
ENST00000395148	SLC25A16	0.667464	2.05958	1.12677	1.95503e-05	9.70531e-05
ENST00000387450	AL359844.15-2	0	4.96657	Inf	0	0
ENST00000395039	AIFM2	1.78773	0.254127	-1.95087	9.17444e-12	8.63962e-11
ENST00000373242	SAR1A	0.708123	5.26118	2.00549	0	0
ENST00000395026	SAR1A	23.267	95.2699	1.40968	0	0
ENST00000373236	SAR1A	38.5162	111.41	1.06214	0	0
ENST00000357471	PSAP	13.4528	51.637	1.34505	0	0
ENST00000394915	ASCC1	0.475588	1.23042	0.950558	0.0141566	0.0409185
ENST00000373008	P4HA1	13.2728	2.37215	-1.72192	0	0
ENST00000394890	P4HA1	6.56084	1.49655	-1.47796	0	0
ENST00000394829	PPP3CB	10.2316	3.64066	-1.03332	7.94254e-12	7.5052e-11
ENST00000342558	PPP3CB	17.1162	7.97707	-0.763456	6.66134e-16	8.2616e-15
ENST00000394811	USP54	0.24814	0.799064	1.16945	7.85336e-06	4.12451e-05
ENST00000398701	AC022400.9	0	2.06079	Inf	5.36133e-05	0.000250008
ENST00000305762	CAMK2G	0.730674	3.18512	1.47228	4.58189e-12	4.4129e-11
ENST00000322635	CAMK2G	2.50309	0.0292732	-4.44861	1.25193e-09	9.82915e-09
ENST00000322680	CAMK2G	5.97746	0.387602	-2.73577	0	0
ENST00000394762	CAMK2G	0	2.86466	Inf	8.06556e-54	1.08925e-52
ENST00000394763	CAMK2G	0	2.7137	Inf	2.85755e-36	3.80428e-35
ENST00000372765	CAMK2G	1.43403	0.204186	-1.94921	8.25057e-06	4.31871e-05
ENST00000409178	C10orf55	0.000803854	0.0191922	3.17284	0	0
ENST00000406923	RP11-506B4.2	0	0.445287	Inf	0	0
ENST00000375894	CTSLL6	1.03285	0.329275	-1.14318	0.0118041	0.0349069
ENST00000404212	GRID1	1.25296	0.607439	-0.724013	0.00764209	0.0237132
ENST00000263070	WAPAL	0.755851	0.357512	-0.748675	0.000428177	0.00172307
ENST00000405645	CTSLL1	1.25781	0.401003	-1.14316	0.011806	0.0349101
ENST00000371829	LIPA	0.0903728	0	-Inf	0.0143569	0.0414433
ENST00000321991	AL157400.8	0.760727	0.137415	-1.71127	0.000114241	0.000507017
ENST00000410373	Y_RNA	4.23867	0	-Inf	3.08131e-150	4.32985e-149
ENST00000387917	AL590622.7-1	0	16.8782	Inf	4.07952e-224	5.8692e-223
ENST00000371697	ANKRD1	2.27836	10.1144	1.4905	0	0
ENST00000238994	PPP1R3C	44.6288	21.3253	-0.738484	0	0
ENST00000311575	FGFBP3	0.381986	1.1671	1.1169	0.00048206	0.00192044
ENST00000265997	CPEB3	0.650814	1.84764	1.04344	1.90529e-09	1.47356e-08
ENST00000394210	CPEB3	2.12717	1.00625	-0.748564	1.03909e-09	8.22996e-09
ENST00000347778	MYOF	30.5294	0.620185	-3.89643	0	0
ENST00000359263	MYOF	10.1037	30.4423	1.10293	0	0
ENST00000370992	RRP12	5.82078	12.7046	0.780529	0	0
ENST00000403972	RP11-452K12.6	0	0.23249	Inf	2.46496e-292	3.60043e-291
ENST00000370884	EXOSC1	1.10351	3.02142	1.00723	0.0116704	0.0345486
ENST00000327238	MMS19	1.64654	3.4806	0.748532	1.12077e-06	6.54645e-06
ENST00000327277	MMS19	2.16412	0.40718	-1.67051	1.3145e-13	1.41584e-12
ENST00000370575	C10orf33	4.45206	0.50098	-2.18456	0	0
ENST00000359632	HPS1	1.43593	0.410276	-1.25274	4.93645e-08	3.34254e-07
ENST00000249092	HPS1	2.01653	0.214906	-2.23893	1.0845e-10	9.32934e-10
ENST00000370423	DNMBP	2.01461	5.78474	1.0548	0	0
ENST00000342239	DNMBP	0.326357	0.702701	0.76694	0.000974951	0.00366401
ENST00000361832	BLOC1S2	4.51623	10.3143	0.825851	1.47682e-12	1.47224e-11
ENST00000370345	SEC31B	4.6006	1.57898	-1.06941	0	0
ENST00000370329	SEC31B	1.94535	0.599349	-1.17735	3.51087e-05	0.000168095
ENST00000370168	POLL	0.828801	0.185807	-1.49527	0.00228526	0.00796903
ENST00000370169	POLL	0.0196081	0.130456	1.89509	0.0106142	0.0317762
ENST00000370174	POLL	0.557693	0.0264189	-3.04973	1.20787e-05	6.18295e-05
ENST00000389046	FBXW4	5.52233	1.54335	-1.27485	0	0
ENST00000357797	MGEA5	1.02998	0.506303	-0.710157	0.00035873	0.00146366
ENST00000370033	C10orf76	3.59074	1.33267	-0.991175	4.44089e-16	5.59276e-15
ENST00000369857	NT5C2	2.40275	7.11489	1.08557	0.00088747	0.00336307
ENST00000309579	USMG5	287.354	66.8488	-1.45828	0	0
ENST00000337003	USMG5	9.29249	2.86031	-1.17828	1.86684e-05	9.28948e-05
ENST00000393235	CALHM2	0.13298	0.564642	1.446	0.00518911	0.0167408
ENST00000355946	SH3PXD2A	5.31163	19.5452	1.30283	0	0
ENST00000224950	OBFC1	1.63662	0.596201	-1.00981	0.00201159	0.00708705
ENST00000353479	COL17A1	0.66127	0.12133	-1.69565	1.71659e-08	1.21557e-07
ENST00000369733	COL17A1	0.326858	0.121305	-0.991217	0.00397468	0.0131949
ENST00000393182	ITPRIP	4.32089	12.8889	1.09291	0	0
ENST00000278071	ITPRIP	0	0.3042	Inf	1.13613e-07	7.43685e-07
ENST00000358187	ITPRIP	12.105	24.8659	0.71988	0	0
ENST00000369661	XPNPEP1	0	1.04307	Inf	5.60526e-12	5.36335e-11
ENST00000369656	RP11-451M19.3	0	0.141431	Inf	2.80984e-214	4.02411e-213
ENST00000361384	DCLRE1A	1.32149	0.442308	-1.09451	9.88808e-08	6.5112e-07
ENST00000369305	DCLRE1A	12.2514	5.99725	-0.714339	0	0
ENST00000369286	C10orf118	1.53193	0	-Inf	5.04475e-08	3.41115e-07
ENST00000369285	C10orf118	2.77786	1.21582	-0.826261	4.01675e-05	0.000190412
ENST00000369170	C10orf84	1.03221	2.69153	0.958407	0.00620769	0.0196697
ENST00000369156	C10orf46	18.2568	46.9718	0.945009	0	0
ENST00000340214	C10orf46	0	0.638787	Inf	1.91774e-05	9.53202e-05
ENST00000224652	ATE1	2.90861	6.09596	0.739951	1.87481e-05	9.32812e-05
ENST00000369043	ATE1	2.30295	0.675075	-1.22712	2.00949e-07	1.2774e-06
ENST00000338948	CUZD1	0	0.46301	Inf	0.000204941	0.000873562
ENST00000368896	FAM24B	6.69534	3.07739	-0.777329	0.00139785	0.00508964
ENST00000368898	FAM24B	3.28935	7.69335	0.849668	0.000436309	0.00175324
ENST00000395697	RP13-238F13.4	0.0986504	0.0110022	-2.19348	0	0
ENST00000334808	CTBP2	2.70923	6.60829	0.891661	1.08468e-08	7.82309e-08
ENST00000368781	UROS	7.78709	0.399165	-2.97085	0	0
ENST00000368797	UROS	8.10433	0.304528	-3.28139	0	0
ENST00000368774	UROS	0.148762	1.59814	2.37424	0.00527698	0.0169994
ENST00000368654	MKI67	31.4278	10.5797	-1.08876	0	0
ENST00000368651	MKI67	33.7371	13.561	-0.911402	5.64677e-10	4.56352e-09
ENST00000368620	STK32C	0.638771	0.212947	-1.0985	0.0122392	0.0360338
ENST00000368622	STK32C	0.232265	0	-Inf	0.00490553	0.0159263
ENST00000368619	STK32C	1.80042	5.18471	1.0577	0.00102165	0.00382549
ENST00000368562	TUBGCP2	0.404337	0.119	-1.22313	0.00903412	0.0275152
ENST00000403370	RP11-122K13.8	47.3834	106.049	0.805625	1.32203e-05	6.72356e-05
ENST00000368529	SPRN	3.54093	1.32524	-0.982796	4.70801e-12	4.5314e-11
ENST00000342878	SCGB1C1	0	0.115095	Inf	0	0
ENST00000397660	ATHL1	0.472751	0.165869	-1.04737	0.00149421	0.00540519
ENST00000409655	ATHL1	0.292009	0.0630906	-1.53221	0.00760656	0.0236097
ENST00000397510	TMEM80	3.02202	0.927614	-1.18107	1.01869e-06	5.98112e-06
ENST00000319941	AP006621.1	2.70362	0.869745	-1.13415	0.00732364	0.0228167
ENST00000336615	PNPLA2	9.05135	3.64432	-0.909745	0	0
ENST00000397406	TSPAN4	6.43951	2.52785	-0.935083	1.40805e-08	1.00533e-07
ENST00000333592	MUC2	0	0.312706	Inf	0.00435872	0.0143273
ENST00000349637	MUC5B	0.191776	0.0606583	-1.15107	1.79984e-05	8.98657e-05
ENST00000308219	BRSK2	0.445603	0.0932757	-1.56387	0.000369507	0.00150415
ENST00000308230	BRSK2	1	0.416731	-0.875314	0.000788533	0.00301801
ENST00000381512	AC051649.21	0.198803	0.0150896	-2.57831	0.0114854	0.034065
ENST00000380992	TSSC4	1.26582	4.27437	1.21692	6.7359e-05	0.000309455
ENST00000333256	TSSC4	4.56749	11.7827	0.947671	1.53011e-11	1.41371e-10
ENST00000155840	KCNQ1	0.717227	0.340468	-0.745071	0.0114844	0.0340642
ENST00000345015	KCNQ1	2.18332	0.556903	-1.36621	1.96498e-10	1.65102e-09
ENST00000405059	AC013791.2	0.542811	0	-Inf	3.47101e-36	4.61959e-35
ENST00000347936	SLC22A18	0.876864	0.33621	-0.958616	0.017162	0.048495
ENST00000299492	PPFIBP2	1.5321	0.656958	-0.846773	3.06902e-05	0.000148083
ENST00000309357	C11orf17	0.349029	2.42378	1.93793	8.66553e-06	4.52623e-05
ENST00000299613	WEE1	33.4731	10.9037	-1.12164	0	0
ENST00000386709	AC122179.6-1	204.816	8.35572	-3.19917	2.22045e-16	2.8394e-15
ENST00000278175	ADM	4.66133	18.5931	1.38349	0	0
ENST00000256183	AMPD3	0.133085	0.523851	1.37022	0.00028809	0.00119672
ENST00000396554	AMPD3	1.30372	3.12981	0.875747	6.5445e-09	4.81954e-08
ENST00000339865	USP47	0.428665	0.156645	-1.00669	0.000127161	0.000560573
ENST00000366345	AC124276.5-2	25.6206	7.58342	-1.21743	6.40001e-07	3.84691e-06
ENST00000342902	MICAL2	0.524616	1.98326	1.32983	1.3308e-05	6.76505e-05
ENST00000256186	MICALCL	0.255185	0.928559	1.29165	0.000157327	0.000684246
ENST00000396441	ARNTL	0.447706	0.0950427	-1.54981	0.00644524	0.0203244
ENST00000256172	ARNTL	1.95188	0.529398	-1.30481	2.4761e-08	1.72731e-07
ENST00000389707	ARNTL	0.382279	3.20988	2.12784	3.79918e-13	3.96507e-12
ENST00000389708	ARNTL	0.246621	0	-Inf	0.00120868	0.00445947
ENST00000401424	ARNTL	0.342111	0.858208	0.919711	0.00533517	0.0171693
ENST00000403290	ARNTL	0.401698	2.87774	1.96906	1.07947e-11	1.00985e-10
ENST00000410230	7SK	0.146437	0.0122748	-2.47905	0	0
ENST00000339640	ARNTL	2.22441	5.64113	0.930593	3.14089e-09	2.37987e-08
ENST00000403482	ARNTL	0.675327	0.0929688	-1.98293	0.000108592	0.000483357
ENST00000355107	FAR1	2.369	12.2807	1.64556	1.4424e-12	1.43988e-11
ENST00000310358	SPON1	0.0753563	0.245125	1.17954	0.00759986	0.0235938
ENST00000405119	NUCB2	10.4308	44.9823	1.4615	0	0
ENST00000338965	AC124798.5	7.17081	15.7082	0.784167	0	0
ENST00000399397	OTOG	0.0391454	0.00102971	-3.63801	1.0249e-06	6.01519e-06
ENST00000356524	SAA1	0.0578742	8.68805	5.01143	0.00246028	0.00851866
ENST00000280734	TMEM86A	0.0902332	0.28902	1.1641	0.0140559	0.0406596
ENST00000319776	ZDHHC13	7.91952	2.54328	-1.13588	0	0
ENST00000407364	METT5D1	3.28222	0.639369	-1.63579	0	0
ENST00000054950	RCN1	193.023	96.4585	-0.693694	0	0
ENST00000257836	PRRG4	8.39465	0.987534	-2.14014	0	0
ENST00000078652	QSER1	2.24904	0.462481	-1.58166	0	0
ENST00000324357	TCP11L1	0.630785	2.26643	1.27899	7.56208e-06	3.98198e-05
ENST00000389645	CAPRIN1	18.1024	52.5439	1.06561	0	0
ENST00000364997	Y_RNA	0	14.1696	Inf	4.13987e-310	6.07305e-309
ENST00000278385	CD44	0.961961	5.91067	1.81554	0	0
ENST00000279452	CD44	0.815875	8.29461	2.3191	0	0
ENST00000352818	CD44	1.97222	7.56229	1.34402	0	0
ENST00000360158	CD44	572.527	1399.61	0.893892	0.0152302	0.0436666
ENST00000317811	FJX1	0.652598	1.99154	1.1157	0.00114613	0.00425077
ENST00000263776	ACCS	2.41109	0.799791	-1.10348	1.00136e-06	5.88563e-06
ENST00000395673	EXT2	0.296239	0.856967	1.06223	0.000423951	0.00170747
ENST00000314134	SLC35C1	2.07573	7.06937	1.22546	0	0
ENST00000288400	CREB3L1	0.42121	0.949519	0.812823	0.00855936	0.026227
ENST00000343674	DGKZ	0.667033	0.262807	-0.931418	0.00158943	0.00571724
ENST00000311764	ZNF408	1.77769	3.70182	0.733513	1.77464e-05	8.86979e-05
ENST00000395120	RTN4RL2	1.35051	11.8844	2.17475	1.75156e-09	1.3592e-08
ENST00000335099	RTN4RL2	1.18587	7.17166	1.79966	9.71911e-12	9.12913e-11
ENST00000405496	SERPING1	0.00642211	0.090286	2.64324	1.03177e-07	6.77991e-07
ENST00000340687	SERPING1	0.0101692	0.220909	3.07839	5.02613e-10	4.0784e-09
